time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-04-05T16:27:47.340Z,33.5071667,-116.519,13.14,2.62,ml,118,27,0.05119,0.18,ci,ci39134127,2020-04-09T20:36:07.040Z,"15km ESE of Anza, CA",earthquake,0.1,0.21,0.151,123,reviewed,ci,ci
2020-04-05T16:25:21.320Z,17.9663,-66.8818,8,3.5,ml,19,183,0.0092,0.17,pr,pr2020096029,2020-04-09T20:34:36.401Z,"7km S of Indios, Puerto Rico",earthquake,0.5,0.72,0.14,17,reviewed,pr,pr
2020-04-05T16:18:57.560Z,17.9305,-66.8435,13,2.48,md,14,209,0.0571,0.11,pr,pr2020096031,2020-04-05T17:36:29.491Z,"7km SSW of Indios, Puerto Rico",earthquake,0.62,0.35,0.27,12,reviewed,pr,pr
2020-04-05T15:47:55.928Z,44.2519,-115.1071,10,3.1,ml,,68,0.852,1.03,us,us70008pb3,2020-04-09T20:31:06.829Z,"74km NE of Idaho City, Idaho",earthquake,3.3,2,0.036,100,reviewed,us,us
2020-04-05T15:31:04.145Z,-47.6301,-75.5856,13.63,4.4,mb,,74,2.067,1.06,us,us70008pbi,2020-04-09T20:21:40.040Z,"231km WSW of Cochrane, Chile",earthquake,8.6,2.5,0.11,27,reviewed,us,us
2020-04-05T15:18:56.170Z,17.9306,-66.843,13,2.45,md,13,209,0.0574,0.13,pr,pr2020096028,2020-04-05T17:37:25.266Z,"7km SSW of Indios, Puerto Rico",earthquake,0.63,0.35,0.25,10,reviewed,pr,pr
2020-04-05T15:06:45.020Z,17.9325,-66.8433,12,2.92,md,18,194,0.0557,0.17,pr,pr2020096026,2020-04-05T23:15:04.065Z,"8km S of Indios, Puerto Rico",earthquake,0.63,0.4,0.32,17,reviewed,pr,pr
2020-04-05T14:54:56.250Z,17.9378,-66.8415,12,2.45,md,14,204,0.053,0.12,pr,pr2020096025,2020-04-05T15:52:34.983Z,"6km SSW of Indios, Puerto Rico",earthquake,0.61,0.45,0.1,11,reviewed,pr,pr
2020-04-05T14:50:56.790Z,17.9398,-66.8378,10,3.4,ml,19,192,0.0544,0.12,pr,pr2020096024,2020-04-06T14:52:31.406Z,"13km SSE of Guanica, Puerto Rico",earthquake,0.42,0.51,0.2,18,reviewed,pr,pr
2020-04-05T14:38:23.139Z,44.3235,-115.1651,10,2.5,ml,,94,0.934,0.84,us,us70008p9x,2020-04-09T20:29:27.040Z,"73km ESE of Cascade, Idaho",earthquake,2.1,2,0.055,44,reviewed,us,us
2020-04-05T14:30:17.870Z,17.926,-66.859,12,2.6,md,14,211,0.0531,0.12,pr,pr2020096023,2020-04-05T15:35:03.687Z,"6km SSE of Maria Antonia, Puerto Rico",earthquake,0.65,0.45,0.4,10,reviewed,pr,pr
2020-04-05T14:20:10.545Z,-31.7801,-71.6267,23.36,4.4,mwr,,131,0.613,0.58,us,us70008p9v,2020-04-09T19:47:16.453Z,"46km WSW of Illapel, Chile",earthquake,5.7,5.7,,,reviewed,us,guc
2020-04-05T14:18:29.879Z,-31.7572,-71.6142,35,4.3,mb,,115,0.614,0.55,us,us70008p9f,2020-04-09T19:43:27.444Z,"44km WSW of Illapel, Chile",earthquake,5.5,1.9,0.239,5,reviewed,us,us
2020-04-05T14:10:16.024Z,44.3146,-115.1508,10,3.5,mwr,,36,0.921,0.99,us,us70008p9b,2020-04-09T20:28:52.548Z,"74km ESE of Cascade, Idaho",earthquake,2.8,2,0.042,54,reviewed,us,us
2020-04-05T14:03:37.570Z,18.0201,-67.2411,41,3.27,md,18,225,0.2033,0.23,pr,pr2020096022,2020-04-05T15:20:48.603Z,"2km SSW of Puerto Real, Puerto Rico",earthquake,1.02,0.97,0.25,16,reviewed,pr,pr
2020-04-05T13:39:18.727Z,44.4179,-115.1807,10,2.5,ml,,60,0.888,0.77,us,us70008p90,2020-04-09T20:26:16.040Z,"69km E of Cascade, Idaho",earthquake,2.1,2,0.057,40,reviewed,us,us
2020-04-05T13:26:00.735Z,-6.2511,145.942,109.42,4.6,mb,,32,3.357,0.73,us,us70008p8u,2020-04-09T19:32:10.484Z,"9km ENE of Kainantu, Papua New Guinea",earthquake,7.3,6.3,0.076,51,reviewed,us,us
2020-04-05T13:22:54.022Z,81.3019,-4.5713,10,4.2,mb,,95,3.707,0.59,us,us70008sh5,2020-04-09T19:27:31.040Z,"222km E of Nord, Greenland",earthquake,10.2,1.9,0.118,20,reviewed,us,us
2020-04-05T11:41:52.720Z,44.4342,-115.1748,10,2.8,ml,,52,1.577,0.88,us,us70008p7i,2020-04-05T18:46:51.701Z,"69km E of Cascade, Idaho",earthquake,1.5,2,0.042,74,reviewed,us,us
2020-04-05T11:26:57.708Z,44.3583,-115.1843,9.33,3.8,mwr,,48,0.932,0.94,us,us70008p7a,2020-04-07T06:36:41.803Z,"70km ESE of Cascade, Idaho",earthquake,2.5,7.2,0.039,63,reviewed,us,us
2020-04-05T11:15:51.280Z,19.1685,-67.7045,30,3.52,md,19,243,0.8158,0.44,pr,pr2020096016,2020-04-05T17:17:54.781Z,"80km NW of San Antonio, Puerto Rico",earthquake,3.19,27.71,0.14,13,reviewed,pr,pr
2020-04-05T10:23:43.830Z,35.3696667,-118.0905,1.45,2.73,ml,57,30,0.1715,0.14,ci,ci39133167,2020-04-07T18:42:07.280Z,"29km NNW of California City, CA",earthquake,0.13,0.42,0.17,115,reviewed,ci,ci
2020-04-05T09:49:23.978Z,-6.8746,126.8623,404.9,4.3,mb,,53,3.845,0.75,us,us70008p6g,2020-04-05T10:36:56.040Z,"234km NE of Dili, East Timor",earthquake,5,9.4,0.101,28,reviewed,us,us
2020-04-05T09:27:48.353Z,44.3982,-115.1852,10,3.1,ml,,31,0.901,0.81,us,us70008p61,2020-04-05T15:11:02.475Z,"69km E of Cascade, Idaho",earthquake,2.2,2,0.041,80,reviewed,us,us
2020-04-05T09:24:43.140Z,17.9763,-66.8395,14,3.02,md,20,180,0.0397,0.13,pr,pr2020096015,2020-04-05T10:24:24.040Z,"7km S of Indios, Puerto Rico",earthquake,0.47,0.38,0.2,18,reviewed,pr,pr
2020-04-05T08:52:43.939Z,44.2045,-115.0738,10,2.7,ml,,85,0.799,0.6,us,us70008p5j,2020-04-05T09:08:45.040Z,"73km NE of Idaho City, Idaho",earthquake,1.9,2,0.071,26,reviewed,us,us
2020-04-05T08:47:20.710Z,17.8745,-66.8881,12,2.54,md,15,240,0.101,0.13,pr,pr2020096014,2020-04-05T09:37:22.123Z,"10km S of Guanica, Puerto Rico",earthquake,0.79,0.54,0.32,11,reviewed,pr,pr
2020-04-05T08:16:49.923Z,44.5069,-115.1751,10,2.5,ml,,123,0.826,0.67,us,us70008p4k,2020-04-05T08:33:05.040Z,"68km E of Cascade, Idaho",earthquake,3.2,2,0.085,18,reviewed,us,us
2020-04-05T08:14:56.030Z,17.9293,-66.8191,12,2.78,md,16,195,0.0756,0.15,pr,pr2020096013,2020-04-05T09:38:06.467Z,"7km S of Indios, Puerto Rico",earthquake,0.71,0.54,0.25,13,reviewed,pr,pr
2020-04-05T08:11:15.651Z,44.4739,-115.2091,10,3.3,ml,,106,0.833,0.61,us,us70008p4e,2020-04-05T17:56:57.661Z,"66km E of Cascade, Idaho",earthquake,2,2,0.04,84,reviewed,us,us
2020-04-05T08:05:27.610Z,17.956,-66.9633,7,2.96,md,18,191,0.082,0.11,pr,pr2020096011,2020-04-05T09:39:11.443Z,"6km WSW of Guanica, Puerto Rico",earthquake,0.44,0.23,0.37,16,reviewed,pr,pr
2020-04-05T07:24:08.607Z,23.4898,123.6111,10,4.6,mb,,100,1.117,0.8,us,us70008p3q,2020-04-05T07:47:57.040Z,"109km SSW of Ishigaki, Japan",earthquake,6.1,1.9,0.074,54,reviewed,us,us
2020-04-05T07:20:12.560Z,17.9931,-66.7963,15,2.88,md,20,161,0.0848,0.12,pr,pr2020096010,2020-04-05T15:22:43.929Z,"0km SW of Magas Arriba, Puerto Rico",earthquake,0.37,0.38,0.24,20,reviewed,pr,pr
2020-04-05T07:03:35.860Z,17.9475,-66.9138,10,2.93,md,20,198,0.0443,0.13,pr,pr2020096008,2020-04-05T08:42:53.040Z,"7km S of Guanica, Puerto Rico",earthquake,0.49,0.39,0.25,17,reviewed,pr,pr
2020-04-05T05:55:37.706Z,44.347,-115.1237,10,2.8,ml,,100,0.937,0.35,us,us70008p2s,2020-04-05T06:05:02.040Z,"73km WSW of Challis, Idaho",earthquake,1.8,2,0.051,50,reviewed,us,us
2020-04-05T05:37:00.326Z,44.4048,-115.1515,10,2.9,ml,,94,0.912,0.51,us,us70008p2i,2020-04-05T14:22:13.375Z,"71km E of Cascade, Idaho",earthquake,2,2,0.038,90,reviewed,us,us
2020-04-05T05:21:24.454Z,44.383,-115.2204,10,2.6,ml,,91,0.897,0.72,us,us70008p2b,2020-04-05T13:23:51.017Z,"67km ESE of Cascade, Idaho",earthquake,2.9,2,0.06,36,reviewed,us,us
2020-04-05T05:16:24.598Z,44.3245,-115.1948,10,2.5,ml,,96,0.947,0.32,us,us70008p28,2020-04-05T05:45:05.040Z,"70km ESE of Cascade, Idaho",earthquake,2.8,2,0.066,30,reviewed,us,us
2020-04-05T05:04:52.459Z,58.6746,-154.5952,109.7,2.5,ml,,,,0.58,ak,ak0204eulgen,2020-04-05T05:10:08.187Z,"119km E of King Salmon, Alaska",earthquake,,1.3,,,automatic,ak,ak
2020-04-05T05:04:46.960Z,-5.7877,151.7568,59.7,4.5,mb,,152,1.637,0.68,us,us70008p26,2020-04-05T05:30:44.040Z,"168km SSW of Kokopo, Papua New Guinea",earthquake,7.5,8.3,0.094,33,reviewed,us,us
2020-04-05T04:53:52.671Z,44.3524,-115.1167,10,2.9,ml,,50,0.938,1.1,us,us70008p1q,2020-04-05T05:02:00.040Z,"72km WSW of Challis, Idaho",earthquake,2.2,2,0.038,92,reviewed,us,us
2020-04-05T04:42:49.947Z,61.3848,-152.2406,0,2.8,ml,,,,0.68,ak,ak0204eu85pq,2020-04-07T18:36:04.780Z,"96km NNW of Nikiski, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-04-05T04:37:11.745Z,-17.6387,-178.4892,549.68,4.2,mb,,166,3.298,0.41,us,us70008sgn,2020-04-09T23:55:46.040Z,"263km ESE of Lambasa, Fiji",earthquake,10.6,9.8,0.158,11,reviewed,us,us
2020-04-05T04:32:23.039Z,36.375,-97.71983333,5,2.6,ml,84,35,0,0.24,ok,ok2020grxu,2020-04-06T13:10:10.752Z,"14km E of Enid, Oklahoma",earthquake,,0.5,0.19,34,reviewed,ok,ok
2020-04-05T04:31:06.163Z,-6.3529,104.9569,55.83,4.4,mb,,70,2.681,0.85,us,us70008sgp,2020-04-09T23:47:30.040Z,"82km WNW of Karangbolong, Indonesia",earthquake,7.4,5.4,0.144,16,reviewed,us,us
2020-04-05T04:26:28.060Z,17.9356,-66.9665,9,2.86,md,18,214,0.0848,0.1,pr,pr2020096009,2020-04-05T09:39:38.539Z,"7km WSW of Guanica, Puerto Rico",earthquake,0.61,0.48,0.38,12,reviewed,pr,pr
2020-04-05T04:09:54.097Z,-15.1667,167.404,125.16,4.3,mb,,172,6.308,1.04,us,us70008sgm,2020-04-09T23:27:48.040Z,"40km ESE of Port-Olry, Vanuatu",earthquake,15.5,7.9,0.154,12,reviewed,us,us
2020-04-05T04:06:39.350Z,38.7595,-122.7285,2.37,2.86,md,89,37,0.00353,0.07,nc,nc73364025,2020-04-07T06:38:04.019Z,"3km SE of The Geysers, CA",earthquake,0.11,0.15,0.213,89,reviewed,nc,nc
2020-04-05T03:55:18.620Z,17.9591,-66.8186,10,2.68,md,18,184,0.0627,0.12,pr,pr2020096007,2020-04-05T09:39:57.546Z,"3km S of Indios, Puerto Rico",earthquake,0.36,0.38,0.26,17,reviewed,pr,pr
2020-04-05T03:42:12.690Z,44.3826,-115.2175,10,2.7,ml,,49,0.899,1.06,us,us70008p11,2020-04-05T03:49:59.040Z,"67km ESE of Cascade, Idaho",earthquake,2.4,2,0.051,50,reviewed,us,us
2020-04-05T03:24:03.920Z,18.0165,-66.7681,15,2.52,md,18,94,0.1186,0.1,pr,pr2020096005,2020-04-05T04:07:57.608Z,"0km SE of Magas Arriba, Puerto Rico",earthquake,0.37,0.49,0.28,14,reviewed,pr,pr
2020-04-05T02:39:16.536Z,-36.3455,-96.9085,10,4.9,mb,,148,25.419,0.6,us,us70008p09,2020-04-05T02:57:01.040Z,"West Chile Rise",earthquake,12.7,1.8,0.056,101,reviewed,us,us
2020-04-05T02:33:10.672Z,44.3102,-115.1343,10,2.6,ml,,55,0.91,0.99,us,us70008p04,2020-04-05T02:46:03.040Z,"75km WSW of Challis, Idaho",earthquake,2,2,0.052,48,reviewed,us,us
2020-04-05T02:30:32.420Z,17.9731,-66.936,10,2.73,md,18,180,0.0568,0.14,pr,pr2020096004,2020-04-05T03:57:55.439Z,"2km W of Guanica, Puerto Rico",earthquake,0.49,0.45,0.31,18,reviewed,pr,pr
2020-04-05T02:23:20.100Z,17.961,-66.9373,11,3.63,md,20,189,0.0598,0.12,pr,pr2020096002,2020-04-06T02:24:40.420Z,"1km WSW of Guanica, Puerto Rico",earthquake,0.59,0.38,0.22,19,reviewed,pr,pr
2020-04-05T02:07:40.634Z,44.33,-115.038,10,3,ml,,50,0.89,0.8,us,us70008nzs,2020-04-05T02:14:32.040Z,"67km WSW of Challis, Idaho",earthquake,3,2,0.039,86,reviewed,us,us
2020-04-05T02:04:46.553Z,-2.9035,138.391,59.03,4.4,mb,,105,6.134,0.89,us,us70008nzu,2020-04-05T02:27:54.040Z,"245km W of Abepura, Indonesia",earthquake,4.9,8.3,0.134,16,reviewed,us,us
2020-04-05T01:27:25.000Z,17.822,-66.8738,6,2.72,md,17,262,0.1532,0.14,pr,pr2020096001,2020-04-05T02:36:18.040Z,"25km S of Guanica, Puerto Rico",earthquake,0.64,0.37,0.23,16,reviewed,pr,pr
2020-04-05T01:02:46.643Z,-35.4117,179.0751,10,4.3,mb,,246,2.233,1.07,us,us70008sgj,2020-04-09T23:41:54.126Z,"Off the east coast of the North Island of New Zealand",earthquake,13.9,2,0.217,6,reviewed,us,us
2020-04-05T01:01:53.546Z,44.5286,-115.246,10,2.7,ml,,32,1.137,0.82,us,us70008nyx,2020-04-05T01:11:42.040Z,"63km E of Cascade, Idaho",earthquake,4.1,2,0.049,54,reviewed,us,us
2020-04-05T00:56:23.505Z,44.4153,-115.1991,10,2.5,ml,,59,0.881,1.4,us,us70008nyv,2020-04-05T01:13:29.040Z,"67km E of Cascade, Idaho",earthquake,1.7,2,0.052,48,reviewed,us,us
2020-04-05T00:15:23.659Z,-8.6434,113.1343,127.89,5,mww,,54,1.021,1.22,us,us70008nye,2020-04-05T01:49:26.923Z,"40km SSE of Tegalrejo, Indonesia",earthquake,7.7,6,0.08,15,reviewed,us,us
2020-04-04T23:38:59.467Z,-23.3026,-179.8542,545.15,4.4,mb,,113,5.867,0.88,us,us70008nxt,2020-04-04T23:55:55.040Z,"South of the Fiji Islands",earthquake,13.1,10.2,0.075,51,reviewed,us,us
2020-04-04T23:30:30.880Z,17.9636,-66.8496,13,2.54,md,18,187,0.0318,0.13,pr,pr2020095047,2020-04-05T01:21:07.514Z,"4km SW of Indios, Puerto Rico",earthquake,0.58,0.28,0.22,15,reviewed,pr,pr
2020-04-04T23:21:16.250Z,18.0085,-66.7506,5,2.95,md,17,144,0.1329,0.13,pr,pr2020095044,2020-04-05T00:03:08.390Z,"2km ESE of Magas Arriba, Puerto Rico",earthquake,0.3,0.23,0.15,12,reviewed,pr,pr
2020-04-04T22:03:52.397Z,44.5416,-115.2077,10,2.5,ml,,55,0.785,0.8,us,us70008nvy,2020-04-04T22:44:17.040Z,"66km E of Cascade, Idaho",earthquake,2.2,2,0.059,38,reviewed,us,us
2020-04-04T21:10:41.702Z,17.9362,-66.8366,10,2.5,ml,,202,0.099,0.49,us,us70008nuu,2020-04-04T22:22:55.040Z,"6km SSW of Indios, Puerto Rico",earthquake,1.1,1.8,0.065,31,reviewed,us,us
2020-04-04T20:58:37.533Z,14.1228,-92.6894,21.6,4.5,mb,,181,1.043,0.94,us,us70008nup,2020-04-04T21:41:51.040Z,"68km SW of Ocos, Guatemala",earthquake,7.6,6.4,0.061,80,reviewed,us,us
2020-04-04T20:53:20.194Z,44.3855,-115.1123,10,2.8,ml,,60,0.945,0.86,us,us70008nul,2020-04-04T21:26:25.040Z,"71km W of Challis, Idaho",earthquake,2.7,2,0.047,60,reviewed,us,us
2020-04-04T20:22:46.090Z,17.9306,-66.825,12,2.75,md,16,209,0.0701,0.09,pr,pr2020095042,2020-04-04T21:52:20.316Z,"7km S of Indios, Puerto Rico",earthquake,0.55,0.34,0.22,10,reviewed,pr,pr
2020-04-04T20:00:21.230Z,17.9805,-66.9825,13,2.45,md,17,167,0.0627,0.16,pr,pr2020095043,2020-04-04T22:32:35.777Z,"6km E of La Parguera, Puerto Rico",earthquake,0.57,0.26,0.44,13,reviewed,pr,pr
2020-04-04T19:34:56.470Z,17.836,-66.8653,9,2.97,md,19,256,0.1398,0.1,pr,pr2020095041,2020-04-04T21:10:52.040Z,"20km SSE of Guanica, Puerto Rico",earthquake,0.62,0.9,0.4,17,reviewed,pr,pr
2020-04-04T19:25:59.600Z,17.909,-66.9036,3,2.72,md,17,223,0.0705,0.25,pr,pr2020095040,2020-04-04T19:57:29.863Z,"6km S of Guanica, Puerto Rico",earthquake,0.67,0.59,0.15,10,reviewed,pr,pr
2020-04-04T18:57:12.260Z,17.9083,-66.8751,11,2.49,md,14,221,0.0669,0.14,pr,pr2020095037,2020-04-05T02:59:53.765Z,"7km SSE of Guanica, Puerto Rico",earthquake,0.77,0.59,0.46,9,reviewed,pr,pr
2020-04-04T18:54:38.170Z,33.4995,-116.5246667,10.26,2.48,ml,108,26,0.05809,0.19,ci,ci39130943,2020-04-08T00:43:43.148Z,"15km ESE of Anza, CA",earthquake,0.11,0.21,0.171,114,reviewed,ci,ci
2020-04-04T18:51:14.290Z,18.0486,-66.8166,15,2.62,md,6,129,0.0965,0.06,pr,pr2020095036,2020-04-04T19:12:37.718Z,"3km ENE of Yauco, Puerto Rico",earthquake,1.42,1.85,0.07,5,reviewed,pr,pr
2020-04-04T18:37:58.219Z,44.3749,-115.1819,19.27,2.5,ml,,64,0.92,0.86,us,us70008nrz,2020-04-04T20:35:38.040Z,"70km ESE of Cascade, Idaho",earthquake,2.1,9.8,0.048,56,reviewed,us,us
2020-04-04T18:27:51.680Z,17.809,-66.875,6,2.66,md,18,266,0.1661,0.14,pr,pr2020095038,2020-04-04T19:51:43.351Z,"18km S of Guanica, Puerto Rico",earthquake,0.59,0.48,0.33,13,reviewed,pr,pr
2020-04-04T18:01:17.737Z,30.8687,-103.4655,5,3.3,ml,,70,0.131,0.65,us,us70008nrc,2020-04-05T14:10:49.701Z,"51km NE of Fort Davis, Texas",earthquake,1.7,1.9,0.04,82,reviewed,us,us
2020-04-04T17:53:14.677Z,44.3824,-115.1985,14.4,2.7,ml,,60,0.907,0.87,us,us70008nra,2020-04-04T20:27:39.040Z,"68km ESE of Cascade, Idaho",earthquake,2.7,2.1,0.04,84,reviewed,us,us
2020-04-04T17:45:32.980Z,36.5128333,-121.0963333,7.19,2.56,md,48,78,0.06523,0.07,nc,nc73363775,2020-04-07T00:39:05.190Z,"5km ESE of Pinnacles, CA",earthquake,0.18,0.34,0.219,50,reviewed,nc,nc
2020-04-04T17:38:53.210Z,17.9633,-66.837,12,2.45,md,4,210,0.0438,0.11,pr,pr2020095033,2020-04-04T17:57:14.907Z,"3km SSW of Indios, Puerto Rico",earthquake,1.22,0.64,0.07,4,reviewed,pr,pr
2020-04-04T16:29:33.562Z,44.4122,-115.1927,10,3.3,ml,,60,0.887,0.63,us,us70008npt,2020-04-04T23:08:52.980Z,"68km E of Cascade, Idaho",earthquake,1.9,2,0.041,80,reviewed,us,us
2020-04-04T16:28:56.160Z,18.0038,-66.79,7,2.97,md,20,150,0.0937,0.12,pr,pr2020095035,2020-04-05T00:31:28.179Z,"1km S of Guayanilla, Puerto Rico",earthquake,0.35,0.19,0.31,17,reviewed,pr,pr
2020-04-04T16:18:45.410Z,44.4648,-115.2837,10,2.7,ml,,60,0.805,0.61,us,us70008npk,2020-04-04T17:28:15.040Z,"60km E of Cascade, Idaho",earthquake,2.9,2,0.048,58,reviewed,us,us
2020-04-04T16:12:57.340Z,17.9113,-66.8416,13,3.04,md,20,220,0.0741,0.14,pr,pr2020095031,2020-04-04T17:24:07.040Z,"10km S of Indios, Puerto Rico",earthquake,0.76,0.39,0.47,18,reviewed,pr,pr
2020-04-04T15:49:04.942Z,44.5107,-115.2567,10,3.2,ml,,64,0.782,0.9,us,us70008np8,2020-04-04T15:58:18.040Z,"62km E of Cascade, Idaho",earthquake,2.2,2,0.055,44,reviewed,us,us
2020-04-04T15:41:11.590Z,44.4979,-115.2661,10,3.8,ml,,64,1.119,1.07,us,us70008np6,2020-04-05T15:42:06.096Z,"61km E of Cascade, Idaho",earthquake,3.8,2,0.036,102,reviewed,us,us
2020-04-04T15:26:35.240Z,17.9618,-66.8446,9,2.48,md,14,189,0.0371,0.14,pr,pr2020095030,2020-04-04T17:20:09.522Z,"4km SW of Indios, Puerto Rico",earthquake,0.47,0.57,0.2,8,reviewed,pr,pr
2020-04-04T15:03:49.500Z,17.8073,-66.857,8,2.68,md,10,268,0.1693,0.14,pr,pr2020095027,2020-04-04T15:52:56.359Z,"18km SSE of Guanica, Puerto Rico",earthquake,0.8,1.95,0.16,9,reviewed,pr,pr
2020-04-04T14:46:44.070Z,17.9471,-66.9458,5,2.69,md,14,201,0.0722,0.12,pr,pr2020095026,2020-04-04T15:31:12.430Z,"4km SW of Guanica, Puerto Rico",earthquake,0.51,0.38,0.53,11,reviewed,pr,pr
2020-04-04T14:15:45.060Z,44.4512,-115.2102,10,2.7,ml,,61,0.849,0.88,us,us70008nmv,2020-04-04T17:21:56.040Z,"66km E of Cascade, Idaho",earthquake,2.2,2,0.055,44,reviewed,us,us
2020-04-04T13:32:54.234Z,44.3396,-115.1713,10,2.5,ml,,63,0.95,0.96,us,us70008nmh,2020-04-04T17:16:50.040Z,"72km ESE of Cascade, Idaho",earthquake,3,2,0.059,38,reviewed,us,us
2020-04-04T12:14:43.090Z,17.9843,-66.7843,12,2.45,md,16,172,0.0953,0.13,pr,pr2020095022,2020-04-04T12:56:05.377Z,"3km SSE of Guayanilla, Puerto Rico",earthquake,0.42,0.33,0.19,10,reviewed,pr,pr
2020-04-04T12:11:21.479Z,-7.3439,156.1651,59.75,5,mb,,73,4.282,0.62,us,us70008nlk,2020-04-04T12:31:12.040Z,"88km SSW of Chirovanga, Solomon Islands",earthquake,8.7,7.3,0.06,88,reviewed,us,us
2020-04-04T11:49:17.950Z,33.4978333,-116.5191667,9.96,2.81,ml,119,27,0.06032,0.18,ci,ci39129687,2020-04-06T20:00:15.150Z,"16km ESE of Anza, CA",earthquake,0.1,0.22,0.15,142,reviewed,ci,ci
2020-04-04T11:13:54.510Z,17.8675,-66.8728,11,2.82,md,18,242,0.1078,0.13,pr,pr2020095019,2020-04-04T11:39:18.214Z,"12km SSE of Guanica, Puerto Rico",earthquake,0.53,0.69,0.33,16,reviewed,pr,pr
2020-04-04T11:03:14.920Z,17.9195,-66.8478,11,2.86,md,19,215,0.0639,0.15,pr,pr2020095018,2020-04-04T11:29:37.040Z,"7km SSE of Maria Antonia, Puerto Rico",earthquake,0.71,0.54,0.35,17,reviewed,pr,pr
2020-04-04T10:38:13.549Z,-20.6766,-68.8769,108.99,4.2,mb,,44,0.592,0.64,us,us70008nk4,2020-04-04T10:59:24.040Z,"141km ESE of Iquique, Chile",earthquake,5.8,5.9,0.175,9,reviewed,us,us
2020-04-04T09:24:18.243Z,-19.4943,-173.236,10,5.3,mb,,48,8.441,0.73,us,us70008ni4,2020-04-07T02:49:18.040Z,"121km ENE of Pangai, Tonga",earthquake,11,1.8,0.035,275,reviewed,us,us
2020-04-04T08:49:04.570Z,40.744,-112.0406667,9.47,2.65,ml,43,37,0.01742,0.18,uu,uu60373827,2020-04-09T19:19:05.718Z,"5km NE of Magna, Utah",earthquake,0.27,0.53,0.148,15,reviewed,uu,uu
2020-04-04T08:22:06.180Z,-11.0018,164.4003,10,4.8,mb,,60,4.65,0.83,us,us70008nh6,2020-04-04T08:43:13.040Z,"159km WSW of Lata, Solomon Islands",earthquake,4.4,1.9,0.109,26,reviewed,us,us
2020-04-04T07:25:05.240Z,17.9916,-66.832,14,2.7,md,19,156,0.05,0.11,pr,pr2020095013,2020-04-04T08:41:14.241Z,"1km WSW of Indios, Puerto Rico",earthquake,0.39,0.39,0.28,18,reviewed,pr,pr
2020-04-04T07:19:33.809Z,44.4202,-115.2426,10,3.1,ml,,25,0.858,0.74,us,us70008nfn,2020-04-04T08:55:22.040Z,"64km E of Cascade, Idaho",earthquake,4.4,2,0.038,92,reviewed,us,us
2020-04-04T07:05:43.000Z,17.8573,-66.8726,12,2.76,md,20,248,0.118,0.24,pr,pr2020095012,2020-04-04T07:47:05.831Z,"13km SSE of Guanica, Puerto Rico",earthquake,0.85,0.64,0.37,17,reviewed,pr,pr
2020-04-04T06:18:25.522Z,54.8309,166.1747,20.69,5.4,mww,,112,4.801,0.69,us,us70008nel,2020-04-07T02:41:48.040Z,"42km SSE of Nikol'skoye, Russia",earthquake,8.6,6.3,0.078,16,reviewed,us,us
2020-04-04T06:15:01.349Z,44.4428,-115.2111,10,2.6,ml,,57,0.855,0.65,us,us70008nei,2020-04-04T15:22:43.540Z,"66km E of Cascade, Idaho",earthquake,2.5,2,0.048,58,reviewed,us,us
2020-04-04T05:33:40.020Z,17.962,-66.9841,4,2.51,md,14,192,0.0606,0.19,pr,pr2020095008,2020-04-04T06:09:04.419Z,"6km ESE of La Parguera, Puerto Rico",earthquake,0.41,0.37,0.22,11,reviewed,pr,pr
2020-04-04T05:12:35.150Z,33.4921667,-116.5118333,9.85,3.46,mw,146,27,0.0671,0.2,ci,ci39128103,2020-04-10T18:58:41.011Z,"16km ESE of Anza, CA",earthquake,0.1,0.27,,4,reviewed,ci,ci
2020-04-04T04:54:43.732Z,-31.2087,-68.8786,104.93,4.9,mww,,30,0.374,1.1,us,us70008nd5,2020-04-04T16:53:03.899Z,"40km NNW of Zonda, Argentina",earthquake,6.9,5,0.068,21,reviewed,us,us
2020-04-04T04:36:08.688Z,44.3848,-115.1455,10,3.1,ml,,50,0.93,1.05,us,us70008ncs,2020-04-04T14:22:45.790Z,"72km ESE of Cascade, Idaho",earthquake,1.8,2,0.039,88,reviewed,us,us
2020-04-04T04:07:22.120Z,33.4913333,-116.5188333,9.62,3.6,mw,147,26,0.06677,0.22,ci,ci39127679,2020-04-05T21:53:53.845Z,"16km ESE of Anza, CA",earthquake,0.11,0.3,,6,reviewed,ci,ci
2020-04-04T04:02:05.745Z,44.5095,-115.2092,10,2.5,ml,,42,0.807,0.91,us,us70008nc5,2020-04-04T04:27:37.040Z,"66km E of Cascade, Idaho",earthquake,2.6,2,0.056,42,reviewed,us,us
2020-04-04T03:55:31.023Z,28.633,129.2715,77.09,4.8,mb,,101,1.997,1.04,us,us70008nc1,2020-04-04T04:11:04.040Z,"36km NW of Naze, Japan",earthquake,8.4,7.9,0.073,58,reviewed,us,us
2020-04-04T03:44:15.129Z,37.4547,-115.0519,5.3,2.5,ml,7,66.88,0.048,0.2266,nn,nn00721102,2020-04-04T16:57:21.863Z,"14km NE of Alamo, Nevada",earthquake,,1.6,0.58,4,reviewed,nn,nn
